scn_id,scn_cls,scn_sentence,reasoning,qid01,query01,ktype_num01,ktype01,ctype_num01,ctype01,qtype_num01,qtype01,qid02,query02,ktype_num02,ktype02,ctype_num02,ctype02,qtype_num02,qtype02,qid03,query03,ktype_num03,ktype03,ctype_num03,ctype03,qtype_num03,qtype03,qid04,query04,ktype_num04,ktype04,ctype_num04,ctype04,qtype_num04,qtype04,qid05,query05,ktype_num05,ktype05,ctype_num05,ctype05,qtype_num05,qtype05
QZ769X,0,A set of car keys is hanging from a ceiling fan,It's unclear how the car keys ended up hanging from the ceiling fan.,QZ769XQ01,Why are the car keys hanging from the ceiling fan?,5,Spatial layout,2,Comprehension,10,Intention disclosure,QZ769XQ02,Who could have placed the keys there?,1,Identity,3,Operation,3,Concept completion,QZ769XQ03,Is this a common occurrence or an unusual event?,3,Attributes,4,Evaluation,2,Case specification,QZ769XQ04,What is the significance of the keys being on the fan?,7,Contents,2,Comprehension,8,Interpretation,QZ769XQ05,Could this be a prank or a message?,10,Intention,4,Evaluation,2,Case specification
R082UB,2,The park that was usually filled with litter is now spotless and clean,It's unclear who cleaned the park that was usually filled with litter.,R082UBQ01,Who cleaned up the park?,1,Identity,1,Knowledge,3,Concept completion,R082UBQ02,What motivated this sudden change?,10,Intention,2,Comprehension,10,Intention disclosure,R082UBQ03,Has there been a recent policy change regarding littering in the park?,7,Contents,1,Knowledge,1,Verification,R082UBQ04,Are there any special events planned in the park?,7,Contents,1,Knowledge,13,Expectation,R082UBQ05,Is this cleanliness maintained consistently now?,6,Temporal relation,4,Evaluation,1,Verification
R157QJ,2,A car shiny and clean was covered in mud,It's unclear how a car that is described as shiny and clean could be covered in mud.,R157QJQ01,What caused the car to be covered in mud?,9,Causality,3,Operation,9,Cause elucidation,R157QJQ02,Was the car in motion when it got muddy?,9,Causality,3,Operation,1,Verification,R157QJQ03,Where was the car parked?,5,Spatial layout,1,Knowledge,3,Concept completion,R157QJQ04,What is the weather condition in the area?,3,Attributes,1,Knowledge,3,Concept completion,R157QJQ05,Who is the owner of the car?,1,Identity,1,Knowledge,4,Feature specification
R1MP79,1,A colleague always keeps their office door closed,It's unclear why the colleague always keeps their office door closed.,R1MP79Q01,Why does the colleague always keep their office door closed?,10,Intention,2,Comprehension,10,Intention disclosure,R1MP79Q02,Is there a specific reason for their preference for privacy?,9,Causality,2,Comprehension,9,Cause elucidation,R1MP79Q03,Does the closed door affect communication or collaboration?,9,Causality,3,Operation,2,Case specification,R1MP79Q04,Are there any company policies regarding office doors?,7,Contents,1,Knowledge,0,Undetermined,R1MP79Q05,What is the general reaction of other colleagues to this behavior?,11,Internal state,4,Evaluation,11,Result account
R3H50J,2,A lamp that had sat atop a table now lay shattered on the floor,"It's unclear how the lamp, which had been sitting atop a table, ended up shattered on the floor.",R3H50JQ01,What caused the lamp to fall and shatter?,9,Causality,3,Operation,9,Cause elucidation,R3H50JQ02,Was there anyone present when the lamp fell?,7,Contents,1,Knowledge,1,Verification,R3H50JQ03,Are there any signs of a struggle or forced entry in the room?,3,Attributes,3,Operation,2,Case specification,R3H50JQ04,What is the value of the shattered lamp?,4,Quantities,1,Knowledge,5,Quantification,R3H50JQ05,Is there any other damage in the room apart from the shattered lamp?,3,Attributes,3,Operation,3,Concept completion
R4N9A2,1,A woman hangs up a phone call abruptly as soon as the other person starts speaking,It's unclear why the woman abruptly ended the phone call as soon as the other person started speaking.,R4N9A2Q01,Why did the woman hang up the phone abruptly?,9,Causality,2,Comprehension,10,Intention disclosure,R4N9A2Q02,What was the other person saying that prompted such a reaction?,7,Contents,3,Operation,3,Concept completion,R4N9A2Q03,Who was the other person on the line?,1,Identity,1,Knowledge,3,Concept completion,R4N9A2Q04,What was the woman's emotional state during the call?,11,Internal state,4,Evaluation,4,Feature specification,R4N9A2Q05,What is the relationship between the woman and the person she was speaking to?,3,Attributes,1,Knowledge,4,Feature specification
R52W1O,1,A young woman uses her hands to eat soup at a fancy restaurant,"It's unclear how the young woman is managing to eat soup with her hands at a fancy restaurant, which would typically require the use of a spoon.",R52W1OQ01,Why is the woman eating soup with her hands at a fancy restaurant?,10,Intention,2,Comprehension,10,Intention disclosure,R52W1OQ02,Is this a cultural practice or a personal preference?,10,Intention,4,Evaluation,2,Case specification,R52W1OQ03,What is the reaction of the other patrons and the restaurant staff?,11,Internal state,3,Operation,11,Result account,R52W1OQ04,Does the soup have any special ingredients that require it to be eaten by hand?,3,Attributes,3,Operation,4,Feature specification,R52W1OQ05,Is there a specific reason why she isn't using utensils?,9,Causality,3,Operation,9,Cause elucidation
R5G3T0,1,A neighbor never makes eye contact or engages in small talk,"It's unclear why the neighbor never makes eye contact or engages in small talk, which could indicate a variety of things from shyness to disinterest.",R5G3T0Q01,Why does the neighbor avoid eye contact and small talk?,10,Intention,2,Comprehension,10,Intention disclosure,R5G3T0Q02,Is there a cultural or personal reason behind their behavior?,10,Intention,4,Evaluation,2,Case specification,R5G3T0Q03,Could the neighbor be dealing with social anxiety or another mental health issue?,11,Internal state,3,Operation,2,Case specification,R5G3T0Q04,Has there been an incident that might have caused this behavior?,9,Causality,3,Operation,9,Cause elucidation,R5G3T0Q05,What is the general attitude of other neighbors towards this person?,7,Contents,1,Knowledge,4,Feature specification
RBY620,2,"The river, consistently blue, now churns with brown silt","It's unclear why the river, which is consistently blue, is now churning with brown silt.",RBY620Q01,What caused the river to churn with brown silt?,9,Causality,3,Operation,9,Cause elucidation,RBY620Q02,Is this a common occurrence or an anomaly?,3,Attributes,4,Evaluation,2,Case specification,RBY620Q03,Could this be a result of a natural event or human activity?,9,Causality,3,Operation,2,Case specification,RBY620Q04,What are the potential impacts on the local ecosystem?,7,Contents,3,Operation,11,Result account,RBY620Q05,How does this change affect the people living nearby?,10,Intention,3,Operation,12,Method explication
RDW784,2,An old boat was found sunk in the lake,It's unclear how the old boat ended up sunk in the lake.,RDW784Q01,What caused the boat to sink,9,Causality,3,Operation,9,Cause elucidation,RDW784Q02,Who was the last person to use the boat,1,Identity,1,Knowledge,3,Concept completion,RDW784Q03,Are there any signs of foul play involved,11,Internal state,3,Operation,1,Verification,RDW784Q04,What is the history of the boat,7,Contents,1,Knowledge,6,Definition,RDW784Q05,Is there any valuable or significant item found in the boat?,3,Attributes,3,Operation,4,Feature specification
RF8S47,0,A bicycle leans against the living room wall,"It's unclear why a bicycle is leaning against the wall in the living room, a place typically not used for storing such items.",RF8S47Q01,Why is there a bicycle in the living room?,5,Spatial layout,2,Comprehension,10,Intention disclosure,RF8S47Q02,Is the bicycle used for indoor exercise or outdoor transportation?,3,Attributes,3,Operation,2,Case specification,RF8S47Q03,Who does the bicycle belong to?,1,Identity,2,Comprehension,3,Concept completion,RF8S47Q04,What is the condition of the bicycle?,3,Attributes,1,Knowledge,4,Feature specification,RF8S47Q05,Does the presence of the bicycle disrupt the living room's aesthetic?,3,Attributes,4,Evaluation,1,Verification
RG25W1,1,"A teenager spends hours in front of a mirror, but never applies any makeup",It's unclear why the teenager spends hours in front of the mirror without applying any makeup.,RG25W1Q01,What is the teenager doing in front of the mirror without applying makeup?,7,Contents,2,Comprehension,3,Concept completion,RG25W1Q02,Is the teenager practicing a performance or speech?,8,Procedure,3,Operation,2,Case specification,RG25W1Q03,Does the teenager have body image issues?,11,Internal state,4,Evaluation,1,Verification,RG25W1Q04,Is the teenager trying to understand their physical changes?,7,Contents,3,Operation,1,Verification,RG25W1Q05,Could the teenager be using the mirror for something other than its conventional use?,3,Attributes,3,Operation,1,Verification
RI71G6,0,A set of car keys is hanging from a branch of the apple tree in the backyard,It's unclear how a set of car keys ended up hanging from a branch of the apple tree in the backyard.,RI71G6Q01,How did the car keys end up in the apple tree?,9,Causality,3,Operation,12,Method explication,RI71G6Q02,Who owns the car keys?,1,Identity,1,Knowledge,3,Concept completion,RI71G6Q03,Are there any signs of a struggle or disturbance in the backyard?,3,Attributes,3,Operation,1,Verification,RI71G6Q04,Is the apple tree near a path or a commonly used area?,5,Spatial layout,2,Comprehension,2,Case specification,RI71G6Q05,What kind of car does the key belong to?,3,Attributes,1,Knowledge,4,Feature specification
RJ09T4,0,A vacuum cleaner stands in the middle of a children's playground,"It's unclear why a vacuum cleaner, which is typically used indoors, is standing in the middle of a children's playground.",RJ09T4Q01,Why is a vacuum cleaner in a children's playground?,9,Causality,2,Comprehension,10,Intention disclosure,RJ09T4Q02,Who left the vacuum cleaner there?,1,Identity,3,Operation,3,Concept completion,RJ09T4Q03,Is the playground usually cleaned with a vacuum cleaner?,3,Attributes,3,Operation,1,Verification,RJ09T4Q04,Are there any signs of cleaning activity around the playground?,7,Contents,3,Operation,1,Verification,RJ09T4Q05,Could the vacuum cleaner be part of an art installation or a prank?,10,Intention,4,Evaluation,2,Case specification
RL30F4,0,"In the middle of the living room, a garden gnome is placed","It's unclear why a garden gnome is placed in the middle of the living room, a setting typically not associated with such an object.",RL30F4Q01,Why is there a garden gnome in the living room?,5,Spatial layout,2,Comprehension,10,Intention disclosure,RL30F4Q02,Who placed the gnome there?,1,Identity,3,Operation,3,Concept completion,RL30F4Q03,Is the gnome a part of the room's decor?,3,Attributes,2,Comprehension,1,Verification,RL30F4Q04,Does the gnome have any special significance?,7,Contents,3,Operation,8,Interpretation,RL30F4Q05,Are there other unusual items in the room?,3,Attributes,3,Operation,4,Feature specification
RPX370,1,A boss frequently asks for feedback but never implements any changes,It's unclear why the boss frequently asks for feedback if he never implements any changes.,RPX370Q01,Why does the boss consistently ignore the feedback?,10,Intention,4,Evaluation,10,Intention disclosure,RPX370Q02,What is the nature of the feedback being provided?,3,Attributes,2,Comprehension,6,Definition,RPX370Q03,Is there a pattern in the type of feedback that is disregarded?,3,Attributes,3,Operation,3,Concept completion,RPX370Q04,How does the team feel about their feedback being ignored?,11,Internal state,4,Evaluation,11,Result account,RPX370Q05,Could there be external factors preventing the boss from implementing changes?,9,Causality,3,Operation,9,Cause elucidation
RU108Y,1,"A friend always asks for advice, but never takes it",It's unclear why the friend consistently asks for advice if they never intend to follow it.,RU108YQ01,Why does the friend consistently disregard the advice given?,10,Intention,2,Comprehension,10,Intention disclosure,RU108YQ02,What is the nature of the advice usually sought?,7,Contents,3,Operation,6,Definition,RU108YQ03,Is there a pattern in the type of advice ignored?,3,Attributes,3,Operation,3,Concept completion,RU108YQ04,How does the friend react when the advice is given?,11,Internal state,2,Comprehension,12,Method explication,RU108YQ05,Does the friend seek advice from others and follow it?,10,Intention,3,Operation,1,Verification
RY701F,1,The fisherman cast his net on the shore itself,"It's unclear why the fisherman cast his net on the shore itself, where there are typically fewer fish.",RY701FQ01,Why did the fisherman cast his net on the shore instead of the sea?,9,Causality,2,Comprehension,10,Intention disclosure,RY701FQ02,What kind of fish was the fisherman trying to catch?,3,Attributes,1,Knowledge,4,Feature specification,RY701FQ03,Was there any specific reason for the fisherman to choose that particular spot on the shore?,10,Intention,3,Operation,9,Cause elucidation,RY701FQ04,What time of the day was it when the fisherman cast his net?,6,Temporal relation,1,Knowledge,3,Concept completion,RY701FQ05,What was the condition of the sea at that time?,7,Contents,1,Knowledge,3,Concept completion
RZ5Y47,1,"A classmate frequently takes naps during lectures, but always gets high grades","It's unclear how the classmate, who frequently naps during lectures, always manages to get high grades.",RZ5Y47Q01,Does the classmate have a unique study method that allows them to excel despite sleeping during lectures?,8,Procedure,3,Operation,12,Method explication,RZ5Y47Q02,What is the classmate's behavior outside of class?,3,Attributes,2,Comprehension,4,Feature specification,RZ5Y47Q03,Are there any signs of the classmate being stressed or overworked?,11,Internal state,3,Operation,1,Verification,RZ5Y47Q04,Does the professor notice or address the classmate's behavior?,7,Contents,3,Operation,1,Verification,RZ5Y47Q05,What is the general reaction of other students towards this classmate's behavior?,7,Contents,2,Comprehension,11,Result account
S09EC4,1,"A woman meticulously arranges her books on the shelf, but seems to forget their titles when asked",It's unclear how the woman can meticulously arrange her books on the shelf but forget their titles when asked.,S09EC4Q01,Why can't the woman remember the titles of her books?,10,Intention,1,Knowledge,10,Intention disclosure,S09EC4Q02,Is there a specific order in which she arranges her books?,5,Spatial layout,3,Operation,12,Method explication,S09EC4Q03,Does she have any cognitive issues affecting her memory?,11,Internal state,4,Evaluation,1,Verification,S09EC4Q04,How often does she read these books?,4,Quantities,1,Knowledge,5,Quantification,S09EC4Q05,What is her emotional reaction when she can't recall the titles?,11,Internal state,4,Evaluation,11,Result account
S0F3M5,2,The cat who always took a nap on the porch is suddenly awake at night,"Why is the cat, who always took a nap on the porch, suddenly awake at night?",S0F3M5Q01,What caused the cat's sudden change in sleep pattern?,9,Causality,3,Operation,9,Cause elucidation,S0F3M5Q02,Is there a new element in the environment that could be disturbing the cat's sleep?,3,Attributes,3,Operation,3,Concept completion,S0F3M5Q03,Could the cat be suffering from any health issues causing insomnia?,3,Attributes,3,Operation,3,Concept completion,S0F3M5Q04,Has there been a change in the cat's diet or routine that could affect its sleep?,3,Attributes,3,Operation,3,Concept completion,S0F3M5Q05,Is the cat showing any other unusual behaviors apart from its altered sleep schedule?,11,Internal state,3,Operation,3,Concept completion
S6B7F4,1,The cashier gave change without counting it,It's unclear how the cashier ensured the correct amount of change was given without counting it.,S6B7F4Q01,Why did the cashier give change without counting it?,9,Causality,2,Comprehension,10,Intention disclosure,S6B7F4Q02,What was the customer's reaction to the cashier's action?,11,Internal state,2,Comprehension,11,Result account,S6B7F4Q03,Was the cashier distracted or in a hurry?,10,Intention,3,Operation,2,Case specification,S6B7F4Q04,How often does this cashier handle transactions?,4,Quantities,1,Knowledge,5,Quantification,S6B7F4Q05,What are the potential consequences of the cashier's action?,9,Causality,3,Operation,13,Expectation
S6HQ78,1,A man writes a detailed to-do list every morning but never completes any of the tasks,It's unclear why the man writes a detailed to-do list every morning but never completes any of the tasks.,S6HQ78Q01,Why doesn't the man complete any tasks from his to-do list?,10,Intention,2,Comprehension,10,Intention disclosure,S6HQ78Q02,What is the content of his to-do list?,7,Contents,1,Knowledge,3,Concept completion,S6HQ78Q03,Is there a specific reason he writes the list every morning?,9,Causality,3,Operation,9,Cause elucidation,S6HQ78Q04,Does he have any distractions preventing him from completing the tasks?,9,Causality,3,Operation,1,Verification,S6HQ78Q05,What is his emotional state after not completing the tasks?,11,Internal state,4,Evaluation,11,Result account
S7EF35,1,"A man adopts multiple pets, but never lets them out of their cages",It's unclear why the man adopts multiple pets but never lets them out of their cages.,S7EF35Q01,Why doesn't the man let his pets out of their cages?,10,Intention,2,Comprehension,10,Intention disclosure,S7EF35Q02,What types of pets has the man adopted?,3,Attributes,1,Knowledge,4,Feature specification,S7EF35Q03,How does the man care for his pets while they're in their cages?,8,Procedure,3,Operation,12,Method explication,S7EF35Q04,What is the man's reasoning for adopting multiple pets?,10,Intention,4,Evaluation,10,Intention disclosure,S7EF35Q05,Does the man interact with his pets despite keeping them caged?,11,Internal state,2,Comprehension,1,Verification
S7X50A,1,"A person always arrives late to meetings, but is always well-prepared","It's unclear how the person, who is always late to meetings, manages to be well-prepared despite their tardiness.",S7X50AQ01,Why is the person consistently late despite being well-prepared?,10,Intention,3,Operation,10,Intention disclosure,S7X50AQ02,What strategies does the person use to prepare for meetings?,8,Procedure,3,Operation,12,Method explication,S7X50AQ03,Does the person's lateness affect the overall meeting dynamics?,9,Causality,3,Operation,1,Verification,S7X50AQ04,What is the person's attitude towards time management?,11,Internal state,4,Evaluation,4,Feature specification,S7X50AQ05,Are there any consequences for the person's habitual tardiness?,9,Causality,4,Evaluation,11,Result account
S815OC,0,"A tennis racket is in the bathroom, leaning against the sink","It's unclear why a tennis racket is in the bathroom, a place where it's not typically found.",S815OCQ01,Why is a tennis racket in the bathroom?,5,Spatial layout,2,Comprehension,10,Intention disclosure,S815OCQ02,Is the racket used or just stored there?,3,Attributes,3,Operation,1,Verification,S815OCQ03,What is the condition of the sink?,3,Attributes,1,Knowledge,4,Feature specification,S815OCQ04,Are there any other sports equipment in the bathroom?,5,Spatial layout,1,Knowledge,3,Concept completion,S815OCQ05,Does the owner of the house play tennis regularly?,10,Intention,4,Evaluation,3,Concept completion
S81H2Z,0,"A flashlight is in the birdcage, illuminating the chirping bird","It's unclear why a flashlight is placed inside the birdcage, illuminating the chirping bird.",S81H2ZQ01,Why is there a flashlight in the birdcage?,9,Causality,2,Comprehension,10,Intention disclosure,S81H2ZQ02,What is the purpose of the flashlight's illumination?,10,Intention,3,Operation,8,Interpretation,S81H2ZQ03,Is the bird reacting to the flashlight?,11,Internal state,3,Operation,11,Result account,S81H2ZQ04,What kind of bird is in the cage?,2,Class,1,Knowledge,4,Feature specification,S81H2ZQ05,Is the birdcage indoors or outdoors?,5,Spatial layout,2,Comprehension,2,Case specification
S81M7Z,2,"A dog in neighborhood, no collar before, now spotted with one","It's unclear how the dog in the neighborhood, who had no collar before, suddenly got one.",S81M7ZQ01,Who put the collar on the dog?,1,Identity,1,Knowledge,3,Concept completion,S81M7ZQ02,Is there any identification tag on the collar?,3,Attributes,1,Knowledge,1,Verification,S81M7ZQ03,What kind of collar is the dog wearing?,3,Attributes,1,Knowledge,4,Feature specification,S81M7ZQ04,Has the dog's behavior changed since it started wearing the collar?,11,Internal state,3,Operation,11,Result account,S81M7ZQ05,Are there any other noticeable changes in the dog's appearance or surroundings?,3,Attributes,3,Operation,11,Result account
S963PG,2,"A student, typically wearing a uniform, now arrives in casual clothes","It's unclear why the student, who typically wears a uniform, has now arrived in casual clothes.",S963PGQ01,Why is the student not in uniform today?,3,Attributes,2,Comprehension,10,Intention disclosure,S963PGQ02,Has there been a change in the school's dress code policy?,7,Contents,3,Operation,1,Verification,S963PGQ03,Is the student participating in a special event or activity?,10,Intention,3,Operation,2,Case specification,S963PGQ04,Could the student's change in attire indicate a personal issue?,11,Internal state,4,Evaluation,8,Interpretation,S963PGQ05,Is this a common occurrence or an isolated incident?,4,Quantities,3,Operation,3,Concept completion
S9B82H,1,A musician recorded the sounds of the city instead of playing his guitar,It's unclear why the musician chose to record the sounds of the city instead of playing his guitar.,S9B82HQ01,Why did the musician choose to record city sounds over playing his guitar?,10,Intention,4,Evaluation,10,Intention disclosure,S9B82HQ02,What kind of sounds from the city did the musician record?,3,Attributes,1,Knowledge,4,Feature specification,S9B82HQ03,How does the musician plan to use these city sounds in his music?,8,Procedure,3,Operation,12,Method explication,S9B82HQ04,What is the musician's usual style and how does this new approach fit into it?,7,Contents,2,Comprehension,4,Feature specification,S9B82HQ05,Does the musician often experiment with unconventional sound sources?,3,Attributes,1,Knowledge,1,Verification
SA0I79,1,A classmate consistently talks to others during exams,It's unclear how the classmate is able to consistently talk to others during exams without being caught by the teacher.,SA0I79Q01,Why does the classmate talk during exams?,10,Intention,2,Comprehension,10,Intention disclosure,SA0I79Q02,What is the reaction of other students when this happens?,11,Internal state,2,Comprehension,11,Result account,SA0I79Q03,Does the teacher notice this behavior?,11,Internal state,1,Knowledge,1,Verification,SA0I79Q04,What is the classmate discussing during the exams?,7,Contents,2,Comprehension,3,Concept completion,SA0I79Q05,Could this behavior be a sign of academic dishonesty?,10,Intention,4,Evaluation,8,Interpretation
SGB187,1,"A coworker always has a perfectly organized desk, but their work is always late",It's unclear how a coworker who always maintains a perfectly organized desk is consistently late with their work.,SGB187Q01,Why is the coworker's work always late despite their organized desk?,10,Intention,2,Comprehension,10,Intention disclosure,SGB187Q02,How does the coworker spend their time at work?,8,Procedure,3,Operation,12,Method explication,SGB187Q03,Does the coworker's organization method affect their productivity?,9,Causality,3,Operation,1,Verification,SGB187Q04,What tasks does the coworker usually handle?,7,Contents,1,Knowledge,3,Concept completion,SGB187Q05,Is there a correlation between the coworker's meticulousness and their work pace?,9,Causality,3,Operation,7,Comparison
SK1O86,0,A toy car is in the shoe rack,"It's unclear why a toy car is in the shoe rack, a place typically reserved for shoes.",SK1O86Q01,Why is the toy car in the shoe rack?,5,Spatial layout,2,Comprehension,10,Intention disclosure,SK1O86Q02,Who put the toy car there?,1,Identity,3,Operation,3,Concept completion,SK1O86Q03,Is the shoe rack usually used for storing toys?,3,Attributes,2,Comprehension,1,Verification,SK1O86Q04,Are there any shoes in the rack as well?,4,Quantities,1,Knowledge,1,Verification,SK1O86Q05,What kind of toy car is it?,3,Attributes,1,Knowledge,4,Feature specification
SU29Q5,1,A child is seen drawing on the wall with crayons,It's unclear why the child is allowed to draw on the wall with crayons.,SU29Q5Q01,Why is the child drawing on the wall instead of paper?,10,Intention,2,Comprehension,10,Intention disclosure,SU29Q5Q02,What is the child drawing?,7,Contents,1,Knowledge,3,Concept completion,SU29Q5Q03,Are the crayons washable?,3,Attributes,1,Knowledge,1,Verification,SU29Q5Q04,Is the child alone or supervised while drawing?,1,Identity,1,Knowledge,2,Case specification,SU29Q5Q05,What is the reaction of the adults present?,11,Internal state,4,Evaluation,11,Result account
SU327I,1,"A woman always wears sunglasses indoors, even at night","It's unclear why the woman always wears sunglasses indoors, even at night.",SU327IQ01,"Why does the woman always wear sunglasses indoors, even at night?",10,Intention,2,Comprehension,10,Intention disclosure,SU327IQ02,What is the woman's reaction when asked about her unusual habit?,11,Internal state,4,Evaluation,11,Result account,SU327IQ03,Does the woman have any medical condition that requires her to wear sunglasses?,3,Attributes,3,Operation,1,Verification,SU327IQ04,How do people around her react to her wearing sunglasses indoors?,11,Internal state,4,Evaluation,11,Result account,SU327IQ05,Are there any specific brands or types of sunglasses she prefers?,3,Attributes,1,Knowledge,4,Feature specification
SW7Z54,2,"The man, previously lean, boasts a bulkier form","It's unclear how the man, who was previously lean, has suddenly acquired a bulkier form.",SW7Z54Q01,What caused the man's sudden change in physique?,9,Causality,3,Operation,9,Cause elucidation,SW7Z54Q02,Is the man's bulkier form a result of exercise or a health condition?,3,Attributes,3,Operation,2,Case specification,SW7Z54Q03,Has the man's lifestyle changed recently?,7,Contents,3,Operation,1,Verification,SW7Z54Q04,What is the man's reaction to his new form?,11,Internal state,2,Comprehension,11,Result account,SW7Z54Q05,How are others reacting to the man's transformation?,11,Internal state,2,Comprehension,11,Result account
SY0J43,2,A once grand mansion stood in ruins,It's unclear as to why the once grand mansion now stands in ruins.,SY0J43Q01,What led to the mansion's current state of ruin?,9,Causality,3,Operation,9,Cause elucidation,SY0J43Q02,Who were the previous inhabitants of the mansion?,1,Identity,1,Knowledge,3,Concept completion,SY0J43Q03,Was the mansion abandoned or was there a specific event that caused its destruction?,9,Causality,3,Operation,2,Case specification,SY0J43Q04,Are there any plans to restore the mansion?,10,Intention,4,Evaluation,13,Expectation,SY0J43Q05,What is the historical significance of the mansion?,7,Contents,1,Knowledge,8,Interpretation
T04K3S,2,"The florist's display, always brimming with color, featured only shades of white today.","It's unclear why the florist's display, which is usually full of color, features only shades of white today.",T04K3SQ01,Why are there only white flowers in the florist's display today?,5,Spatial layout,1,Knowledge,10,Intention disclosure,T04K3SQ02,Is there a special occasion or event that the florist is commemorating with white flowers?,10,Intention,2,Comprehension,2,Case specification,T04K3SQ03,Could the choice of color be related to the season or a specific flower's blooming period?,9,Causality,3,Operation,3,Concept completion,T04K3SQ04,What is the significance of the color white in the context of flowers and their symbolism?,7,Contents,4,Evaluation,8,Interpretation,T04K3SQ05,Has there been a change in the florist's usual supplier or stock?,3,Attributes,3,Operation,1,Verification
T0D34N,0,"A pair of glasses is on the floor of the bus, unnoticed by the passengers",It's unclear who left their pair of glasses on the floor of the bus.,T0D34NQ01,Who left the glasses on the bus floor?,1,Identity,1,Knowledge,3,Concept completion,T0D34NQ02,Why haven't the passengers noticed the glasses?,10,Intention,2,Comprehension,10,Intention disclosure,T0D34NQ03,Are the glasses broken or intact?,3,Attributes,3,Operation,2,Case specification,T0D34NQ04,"What type of glasses are they - reading, sunglasses, or prescription?",3,Attributes,1,Knowledge,4,Feature specification,T0D34NQ05,Is there any identifiable feature on the glasses that could help find the owner?,3,Attributes,3,Operation,4,Feature specification
T1KD95,0,The keys were in the fish tank,It's unclear how the keys ended up in the fish tank.,T1KD95Q01,Why were the keys in the fish tank?,9,Causality,2,Comprehension,10,Intention disclosure,T1KD95Q02,Who put the keys in the fish tank?,1,Identity,3,Operation,3,Concept completion,T1KD95Q03,What kind of keys are they?,3,Attributes,1,Knowledge,4,Feature specification,T1KD95Q04,Is there any fish in the tank?,3,Attributes,1,Knowledge,1,Verification,T1KD95Q05,Was it an accident or intentional?,10,Intention,4,Evaluation,2,Case specification
T209VF,2,An empty room only has a single chair in the center,It's unclear why there is only a single chair in the center of an otherwise empty room.,T209VFQ01,Why is the room empty except for a single chair?,5,Spatial layout,2,Comprehension,3,Concept completion,T209VFQ02,What is the purpose of the chair in the center of the room?,10,Intention,3,Operation,10,Intention disclosure,T209VFQ03,Is the room usually this empty or has it been cleared out?,7,Contents,3,Operation,2,Case specification,T209VFQ04,What kind of chair is it?,3,Attributes,1,Knowledge,4,Feature specification,T209VFQ05,What is the overall atmosphere of the room?,11,Internal state,4,Evaluation,8,Interpretation
T2U01Y,1,"A woman changes her outfit multiple times, even if she stays home all day. ","It's unclear why the woman changes her outfit multiple times, even though she stays home all day.",T2U01YQ01,Why does the woman change her outfit multiple times even if she's staying home all day?,10,Intention,2,Comprehension,10,Intention disclosure,T2U01YQ02,Is there a specific reason behind her frequent outfit changes?,9,Causality,3,Operation,9,Cause elucidation,T2U01YQ03,Does she have any visitors or virtual meetings scheduled?,7,Contents,3,Operation,3,Concept completion,T2U01YQ04,Is she trying out new clothes or combinations?,3,Attributes,3,Operation,4,Feature specification,T2U01YQ05,Does she have a habit or a psychological condition that prompts her to do so?,11,Internal state,4,Evaluation,9,Cause elucidation
T2U87I,0,An oven mitt is hanging from a coat rack,"It's unclear why an oven mitt, which is typically found in the kitchen, is hanging from a coat rack, a place usually reserved for coats and hats.",T2U87IQ01,Why is an oven mitt hanging from a coat rack?,9,Causality,2,Comprehension,10,Intention disclosure,T2U87IQ02,Is the coat rack in a kitchen or a different room?,5,Spatial layout,3,Operation,2,Case specification,T2U87IQ03,What other items are hanging on the coat rack?,3,Attributes,3,Operation,3,Concept completion,T2U87IQ04,Is the oven mitt used frequently or rarely?,4,Quantities,4,Evaluation,2,Case specification,T2U87IQ05,Does the owner have a peculiar habit of misplacing items?,10,Intention,4,Evaluation,10,Intention disclosure
T3Z9P6,0,"A car tire is lodged in a tree, high above the ground",It's unclear how the car tire ended up lodged high in the tree.,T3Z9P6Q01,How did the car tire end up in the tree?,9,Causality,3,Operation,12,Method explication,T3Z9P6Q02,What kind of tree is it and how tall is it?,3,Attributes,2,Comprehension,4,Feature specification,T3Z9P6Q03,Are there any signs of a car accident nearby?,7,Contents,3,Operation,1,Verification,T3Z9P6Q04,Is the tire new or worn out?,3,Attributes,1,Knowledge,2,Case specification,T3Z9P6Q05,Are there any other unusual items in the vicinity?,5,Spatial layout,3,Operation,3,Concept completion
T68X4M,1,"A neighbor plays loud music late at night, disturbing others","It's unclear why the neighbor is playing loud music late at night, knowing it could disturb others.",T68X4MQ01,Why is the neighbor playing loud music so late at night?,10,Intention,2,Comprehension,10,Intention disclosure,T68X4MQ02,Are there any local ordinances or rules against noise pollution in the neighborhood?,7,Contents,3,Operation,3,Concept completion,T68X4MQ03,Has anyone tried to communicate with the neighbor about the disturbance?,8,Procedure,3,Operation,1,Verification,T68X4MQ04,What kind of music is the neighbor playing?,3,Attributes,1,Knowledge,4,Feature specification,T68X4MQ05,Is this a regular occurrence or a one-time event?,6,Temporal relation,2,Comprehension,2,Case specification
